Store,Date,Year,Month,Month_Name,Quarter,Week_Of_Year,Weekly_Sales,Holiday_Flag,Is_Holiday_Week,Store_Tier,WoW_Sales_Change_Pct,Temperature,Fuel_Price,CPI,Unemployment
1,2010-11-19,2010,11,November,4,46,1483784.18,0,Non-Holiday,A - Top 25%,-0.7156545186177254,51.41,2.771,211.8896737,7.838
1,2010-11-26,2010,11,November,4,47,1955624.11,1,Holiday,A - Top 25%,31.799768211573753,64.52,2.735,211.7484333,7.838
1,2010-12-03,2010,12,December,4,48,1548033.78,0,Non-Holiday,A - Top 25%,-20.84195668870129,49.27,2.708,211.607193,7.838
1,2010-12-10,2010,12,December,4,49,1682614.26,0,Non-Holiday,A - Top 25%,8.693639747318693,46.33,2.843,211.4659526,7.838
1,2010-12-17,2010,12,December,4,50,1891034.93,0,Non-Holiday,A - Top 25%,12.386717202788944,49.84,2.869,211.4053124,7.838
1,2010-12-24,2010,12,December,4,51,2387950.2,0,Non-Holiday,A - Top 25%,26.277424182746344,52.33,2.886,211.4051222,7.838
1,2010-12-31,2010,12,December,4,52,1367320.01,1,Holiday,A - Top 25%,-42.74084903445642,48.43,2.943,211.4049321,7.838
1,2011-01-07,2011,1,January,1,1,1444732.28,0,Non-Holiday,A - Top 25%,5.661605873814435,48.27,2.976,211.4047419,7.742
1,2011-01-14,2011,1,January,1,2,1391013.96,0,Non-Holiday,A - Top 25%,-3.7182196828882463,35.4,2.983,211.4574109,7.742
1,2011-01-21,2011,1,January,1,3,1327405.42,0,Non-Holiday,A - Top 25%,-4.57281823397373,44.04,3.016,211.8272343,7.742
1,2011-01-28,2011,1,January,1,4,1316899.31,0,Non-Holiday,A - Top 25%,-0.791477105766214,43.83,3.01,212.1970577,7.742
1,2011-02-04,2011,2,February,1,5,1606629.58,0,Non-Holiday,A - Top 25%,22.000943261182204,42.27,2.989,212.5668812,7.742
1,2011-02-11,2011,2,February,1,6,1649614.93,1,Holiday,A - Top 25%,2.675498480489802,36.39,3.022,212.9367046,7.742
1,2011-02-18,2011,2,February,1,7,1686842.78,0,Non-Holiday,A - Top 25%,2.2567600064095084,57.36,3.045,213.2478853,7.742
1,2011-02-25,2011,2,February,1,8,1456800.28,0,Non-Holiday,A - Top 25%,-13.637459443612165,62.9,3.065,213.535609,7.742
1,2011-03-04,2011,3,March,1,9,1636263.41,0,Non-Holiday,A - Top 25%,12.3189933763604,59.58,3.288,213.8233327,7.742
1,2011-03-11,2011,3,March,1,10,1553191.63,0,Non-Holiday,A - Top 25%,-5.076919736291119,53.56,3.459,214.1110564,7.742
1,2011-03-18,2011,3,March,1,11,1576818.06,0,Non-Holiday,A - Top 25%,1.5211535745914384,62.76,3.488,214.3627114,7.742
1,2011-03-25,2011,3,March,1,12,1541102.38,0,Non-Holiday,A - Top 25%,-2.2650476238203487,69.97,3.473,214.5999389,7.742
1,2011-04-01,2011,4,April,2,13,1495064.75,0,Non-Holiday,A - Top 25%,-2.9873180781149644,59.17,3.524,214.8371664,7.682
1,2011-04-08,2011,4,April,2,14,1614259.35,0,Non-Holiday,A - Top 25%,7.972537644272615,67.84,3.622,215.0743939,7.682
1,2011-04-15,2011,4,April,2,15,1559889.0,0,Non-Holiday,A - Top 25%,-3.368129786579843,71.27,3.743,215.2918561,7.682
1,2011-04-22,2011,4,April,2,16,1564819.81,0,Non-Holiday,A - Top 25%,0.3161000558373095,72.99,3.807,215.4599053,7.682
1,2011-04-29,2011,4,April,2,17,1455090.69,0,Non-Holiday,A - Top 25%,-7.0122527398218555,72.03,3.81,215.6279544,7.682
1,2011-05-06,2011,5,May,2,18,1629391.28,0,Non-Holiday,A - Top 25%,11.978675363526659,64.61,3.906,215.7960035,7.682
1,2011-05-13,2011,5,May,2,19,1604775.58,0,Non-Holiday,A - Top 25%,-1.5107298229802724,75.64,3.899,215.9640526,7.682
1,2011-05-20,2011,5,May,2,20,1428218.27,0,Non-Holiday,A - Top 25%,-11.001993811496058,67.63,3.907,215.7339202,7.682
1,2011-05-27,2011,5,May,2,21,1466046.67,0,Non-Holiday,A - Top 25%,2.6486427736287066,77.72,3.786,215.5037878,7.682
1,2011-06-03,2011,6,June,2,22,1635078.41,0,Non-Holiday,A - Top 25%,11.529765283665894,83.0,3.699,215.2736553,7.682
1,2011-06-10,2011,6,June,2,23,1588948.32,0,Non-Holiday,A - Top 25%,-2.821276931911776,83.13,3.648,215.0435229,7.682
1,2011-06-17,2011,6,June,2,24,1532114.86,0,Non-Holiday,A - Top 25%,-3.576797261725917,86.41,3.637,214.9980596,7.682
1,2011-06-24,2011,6,June,2,25,1438830.15,0,Non-Holiday,A - Top 25%,-6.088623799393222,83.58,3.594,215.0910982,7.682
1,2011-07-01,2011,7,July,3,26,1488538.09,0,Non-Holiday,A - Top 25%,3.4547468997643715,85.55,3.524,215.1841368,7.962
1,2011-07-08,2011,7,July,3,27,1534849.64,0,Non-Holiday,A - Top 25%,3.111210274773679,85.83,3.48,215.2771754,7.962
1,2011-07-15,2011,7,July,3,28,1455119.97,0,Non-Holiday,A - Top 25%,-5.194624145724136,88.54,3.575,215.3611087,7.962
1,2011-07-22,2011,7,July,3,29,1396926.82,0,Non-Holiday,A - Top 25%,-3.999199461196312,85.77,3.651,215.4222784,7.962
1,2011-07-29,2011,7,July,3,30,1352219.79,0,Non-Holiday,A - Top 25%,-3.2003845412603704,86.83,3.682,215.4834482,7.962
1,2011-08-05,2011,8,August,3,31,1624383.75,0,Non-Holiday,A - Top 25%,20.12719840463213,91.65,3.684,215.544618,7.962
1,2011-08-12,2011,8,August,3,32,1525147.09,0,Non-Holiday,A - Top 25%,-6.109188176747027,90.76,3.638,215.6057878,7.962
1,2011-08-19,2011,8,August,3,33,1530761.43,0,Non-Holiday,A - Top 25%,0.36811793674274007,89.94,3.554,215.6693107,7.962
1,2011-08-26,2011,8,August,3,34,1464693.46,0,Non-Holiday,A - Top 25%,-4.3160200345523485,87.96,3.523,215.7332258,7.962
1,2011-09-02,2011,9,September,3,35,1550229.22,0,Non-Holiday,A - Top 25%,5.839840371786731,87.83,3.533,215.7971409,7.962
1,2011-09-09,2011,9,September,3,36,1540471.24,1,Holiday,A - Top 25%,-0.6294540106784985,76.0,3.546,215.861056,7.962
1,2011-09-16,2011,9,September,3,37,1514259.78,0,Non-Holiday,A - Top 25%,-1.7015221913523004,79.94,3.526,216.0410526,7.962
1,2011-09-23,2011,9,September,3,38,1380020.27,0,Non-Holiday,A - Top 25%,-8.865025127986959,75.8,3.467,216.3758246,7.962
1,2011-09-30,2011,9,September,3,39,1394561.83,0,Non-Holiday,A - Top 25%,1.0537207544060179,79.69,3.355,216.7105965,7.962
1,2011-10-07,2011,10,October,4,40,1630989.95,0,Non-Holiday,A - Top 25%,16.9535774545041,69.31,3.285,217.0453684,7.866
1,2011-10-14,2011,10,October,4,41,1493525.93,0,Non-Holiday,A - Top 25%,-8.428256716112815,71.74,3.274,217.3552733,7.866
1,2011-10-21,2011,10,October,4,42,1502562.78,0,Non-Holiday,A - Top 25%,0.6050681691211146,63.71,3.353,217.5159762,7.866
1,2011-10-28,2011,10,October,4,43,1445249.09,0,Non-Holiday,A - Top 25%,-3.8143956953332725,66.57,3.372,217.6766791,7.866
1,2011-11-04,2011,11,November,4,44,1697229.58,0,Non-Holiday,A - Top 25%,17.435090721973733,54.98,3.332,217.837382,7.866
1,2011-11-11,2011,11,November,4,45,1594938.89,0,Non-Holiday,A - Top 25%,-6.02692123713754,59.11,3.297,217.9980849,7.866
1,2011-11-18,2011,11,November,4,46,1539483.7,0,Non-Holiday,A - Top 25%,-3.4769476340250183,62.25,3.308,218.2205088,7.866
1,2011-11-25,2011,11,November,4,47,2033320.66,1,Holiday,A - Top 25%,32.07808955690794,60.14,3.236,218.4676211,7.866
1,2011-12-02,2011,12,December,4,48,1584083.95,0,Non-Holiday,A - Top 25%,-22.09374639413736,48.91,3.172,218.7147333,7.866
1,2011-12-09,2011,12,December,4,49,1799682.38,0,Non-Holiday,A - Top 25%,13.610290666728876,43.93,3.158,218.9618456,7.866
1,2011-12-16,2011,12,December,4,50,1881176.67,0,Non-Holiday,A - Top 25%,4.528259592117578,51.63,3.159,219.1794533,7.866
1,2011-12-23,2011,12,December,4,51,2270188.99,0,Non-Holiday,A - Top 25%,20.679201810428594,47.96,3.112,219.3577216,7.866
1,2011-12-30,2011,12,December,4,52,1497462.72,1,Holiday,A - Top 25%,-34.037970997295695,44.55,3.129,219.5359898,7.866
1,2012-01-06,2012,1,January,1,1,1550369.92,0,Non-Holiday,A - Top 25%,3.5331230149088455,49.01,3.157,219.7142581,7.348
1,2012-01-13,2012,1,January,1,2,1459601.17,0,Non-Holiday,A - Top 25%,-5.854651127390298,48.53,3.261,219.8925263,7.348
1,2012-01-20,2012,1,January,1,3,1394393.84,0,Non-Holiday,A - Top 25%,-4.4674758653420295,54.11,3.268,219.9856893,7.348
1,2012-01-27,2012,1,January,1,4,1319325.59,0,Non-Holiday,A - Top 25%,-5.383575848269673,54.26,3.29,220.0788523,7.348
1,2012-02-03,2012,2,February,1,5,1636339.65,0,Non-Holiday,A - Top 25%,24.02849322432985,56.55,3.36,220.1720153,7.348
1,2012-02-10,2012,2,February,1,6,1802477.43,1,Holiday,A - Top 25%,10.153013159584567,48.02,3.409,220.2651783,7.348
1,2012-02-17,2012,2,February,1,7,1819870.0,0,Non-Holiday,A - Top 25%,0.9649258132458316,45.32,3.51,220.4257586,7.348
1,2012-02-24,2012,2,February,1,8,1539387.83,0,Non-Holiday,A - Top 25%,-15.412209113837793,57.25,3.555,220.636902,7.348
1,2012-03-02,2012,3,March,1,9,1688420.76,0,Non-Holiday,A - Top 25%,9.68131143403934,60.96,3.63,220.8480454,7.348
1,2012-03-09,2012,3,March,1,10,1675431.16,0,Non-Holiday,A - Top 25%,-0.7693342979270268,58.76,3.669,221.0591887,7.348
1,2012-03-16,2012,3,March,1,11,1677472.78,0,Non-Holiday,A - Top 25%,0.12185639426689487,64.74,3.734,221.2118132,7.348
1,2012-03-23,2012,3,March,1,12,1511068.07,0,Non-Holiday,A - Top 25%,-9.91996484139671,65.93,3.787,221.2864126,7.348
1,2012-03-30,2012,3,March,1,13,1649604.63,0,Non-Holiday,A - Top 25%,9.16812172465531,67.61,3.845,221.3610119,7.348
1,2012-04-06,2012,4,April,2,14,1899676.88,0,Non-Holiday,A - Top 25%,15.159526437556137,70.43,3.891,221.4356112,7.143
1,2012-04-13,2012,4,April,2,15,1621031.7,0,Non-Holiday,A - Top 25%,-14.66803028102337,69.07,3.891,221.5102105,7.143
1,2012-04-20,2012,4,April,2,16,1521577.87,0,Non-Holiday,A - Top 25%,-6.1352180836438786,66.76,3.877,221.5640737,7.143
1,2012-04-27,2012,4,April,2,17,1468928.37,0,Non-Holiday,A - Top 25%,-3.4601909661054697,67.23,3.814,221.6179368,7.143
1,2012-05-04,2012,5,May,2,18,1684519.99,0,Non-Holiday,A - Top 25%,14.676795982910985,75.55,3.749,221.6718,7.143
1,2012-05-11,2012,5,May,2,19,1611096.05,0,Non-Holiday,A - Top 25%,-4.358745543886355,73.77,3.688,221.7256632,7.143
1,2012-05-18,2012,5,May,2,20,1595901.87,0,Non-Holiday,A - Top 25%,-0.943095850802933,70.33,3.63,221.742674,7.143
1,2012-05-25,2012,5,May,2,21,1555444.55,0,Non-Holiday,A - Top 25%,-2.5350756685309284,77.22,3.561,221.744944,7.143
1,2012-06-01,2012,6,June,2,22,1624477.58,0,Non-Holiday,A - Top 25%,4.438154352721857,77.95,3.501,221.7472139,7.143
1,2012-06-08,2012,6,June,2,23,1697230.96,0,Non-Holiday,A - Top 25%,4.478570889233202,78.3,3.452,221.7494839,7.143
1,2012-06-15,2012,6,June,2,24,1630607.0,0,Non-Holiday,A - Top 25%,-3.92545042897402,79.35,3.393,221.7626421,7.143
1,2012-06-22,2012,6,June,2,25,1527845.81,0,Non-Holiday,A - Top 25%,-6.302020658564567,78.39,3.346,221.8030211,7.143
1,2012-06-29,2012,6,June,2,26,1540421.49,0,Non-Holiday,A - Top 25%,0.8230987654441302,84.88,3.286,221.8434,7.143
1,2012-07-06,2012,7,July,3,27,1769854.16,0,Non-Holiday,A - Top 25%,14.894148873500846,81.57,3.227,221.8837789,6.908
1,2012-07-13,2012,7,July,3,28,1527014.04,0,Non-Holiday,A - Top 25%,-13.720911332038789,77.12,3.256,221.9241579,6.908
1,2012-07-20,2012,7,July,3,29,1497954.76,0,Non-Holiday,A - Top 25%,-1.9030132820520795,80.42,3.311,221.9327267,6.908
1,2012-07-27,2012,7,July,3,30,1439123.71,0,Non-Holiday,A - Top 25%,-3.9274250178289782,82.66,3.407,221.9412954,6.908
1,2012-08-03,2012,8,August,3,31,1631135.79,0,Non-Holiday,A - Top 25%,13.342291469855638,86.11,3.417,221.9498642,6.908
1,2012-08-10,2012,8,August,3,32,1592409.97,0,Non-Holiday,A - Top 25%,-2.3741628524992398,85.05,3.494,221.9584329,6.908
1,2012-08-17,2012,8,August,3,33,1597868.05,0,Non-Holiday,A - Top 25%,0.3427559549881609,84.85,3.571,222.0384109,6.908
1,2012-08-24,2012,8,August,3,34,1494122.38,0,Non-Holiday,A - Top 25%,-6.492755769163805,77.66,3.62,222.1719457,6.908
1,2012-08-31,2012,8,August,3,35,1582083.4,0,Non-Holiday,A - Top 25%,5.887136233110968,80.49,3.638,222.3054805,6.908
1,2012-09-07,2012,9,September,3,36,1661767.33,1,Holiday,A - Top 25%,5.036645350049196,83.96,3.73,222.4390153,6.908
1,2012-09-14,2012,9,September,3,37,1517428.87,0,Non-Holiday,A - Top 25%,-8.68584051414707,74.97,3.717,222.5820193,6.908
1,2012-09-21,2012,9,September,3,38,1506126.06,0,Non-Holiday,A - Top 25%,-0.7448658862013069,69.87,3.721,222.7818386,6.908
1,2012-09-28,2012,9,September,3,39,1437059.26,0,Non-Holiday,A - Top 25%,-4.585725048805012,76.08,3.666,222.9816579,6.908
1,2012-10-05,2012,10,October,4,40,1670785.97,0,Non-Holiday,A - Top 25%,16.264236034358113,68.55,3.617,223.1814772,6.573
1,2012-10-12,2012,10,October,4,41,1573072.81,0,Non-Holiday,A - Top 25%,-5.848334960581447,62.99,3.601,223.3812965,6.573
1,2012-10-19,2012,10,October,4,42,1508068.77,0,Non-Holiday,A - Top 25%,-4.132296965961801,67.97,3.594,223.4257233,6.573
1,2012-10-26,2012,10,October,4,43,1493659.74,0,Non-Holiday,A - Top 25%,-0.955462395789819,69.16,3.506,223.4442513,6.573
2,2010-02-05,2010,2,February,1,5,2136989.46,0,Non-Holiday,A - Top 25%,,40.19,2.572,210.7526053,8.324
2,2010-02-12,2010,2,February,1,6,2137809.5,1,Holiday,A - Top 25%,0.03837360994751737,38.49,2.548,210.8979935,8.324
2,2010-02-19,2010,2,February,1,7,2124451.54,0,Non-Holiday,A - Top 25%,-0.624843326779112,39.69,2.514,210.9451605,8.324
2,2010-02-26,2010,2,February,1,8,1865097.27,0,Non-Holiday,A - Top 25%,-12.208057708861652,46.1,2.561,210.9759573,8.324
2,2010-03-05,2010,3,March,1,9,1991013.13,0,Non-Holiday,A - Top 25%,6.751168532888352,47.17,2.625,211.0067542,8.324
2,2010-03-12,2010,3,March,1,10,1990483.78,0,Non-Holiday,A - Top 25%,-0.026586966807184975,57.56,2.667,211.037551,8.324
2,2010-03-19,2010,3,March,1,11,1946070.88,0,Non-Holiday,A - Top 25%,-2.23126158807484,54.52,2.72,210.8733316,8.324
2,2010-03-26,2010,3,March,1,12,1750197.81,0,Non-Holiday,A - Top 25%,-10.065053231771282,51.26,2.732,210.6766095,8.324
2,2010-04-02,2010,4,April,2,13,2066187.72,0,Non-Holiday,A - Top 25%,18.054525505319873,63.27,2.719,210.4798874,8.2
2,2010-04-09,2010,4,April,2,14,1954689.21,0,Non-Holiday,A - Top 25%,-5.396339786590154,65.41,2.77,210.2831653,8.2
2,2010-04-16,2010,4,April,2,15,1874957.94,0,Non-Holiday,A - Top 25%,-4.07897427335776,68.07,2.808,210.1495463,8.2
2,2010-04-23,2010,4,April,2,16,1821990.93,0,Non-Holiday,A - Top 25%,-2.8249705697398264,65.11,2.795,210.1000648,8.2
2,2010-04-30,2010,4,April,2,17,1802450.29,0,Non-Holiday,A - Top 25%,-1.0724883246262862,66.98,2.78,210.0505833,8.2
2,2010-05-07,2010,5,May,2,18,2042581.71,0,Non-Holiday,A - Top 25%,13.322498896765689,71.28,2.835,210.0011018,8.2
2,2010-05-14,2010,5,May,2,19,1880752.36,0,Non-Holiday,A - Top 25%,-7.922784641011981,73.31,2.854,209.9984585,8.2
2,2010-05-21,2010,5,May,2,20,1896937.1,0,Non-Holiday,A - Top 25%,0.8605460423295686,74.83,2.826,210.2768443,8.2
2,2010-05-28,2010,5,May,2,21,1957113.89,0,Non-Holiday,A - Top 25%,3.1723134098647687,81.13,2.759,210.5552301,8.2
2,2010-06-04,2010,6,June,2,22,2102539.93,0,Non-Holiday,A - Top 25%,7.43063757010074,81.81,2.705,210.833616,8.2
2,2010-06-11,2010,6,June,2,23,2025538.76,0,Non-Holiday,A - Top 25%,-3.6622928726019577,83.4,2.668,211.1120018,8.2
2,2010-06-18,2010,6,June,2,24,2001636.96,0,Non-Holiday,A - Top 25%,-1.180021852556401,85.81,2.637,211.1096543,8.2
2,2010-06-25,2010,6,June,2,25,1939927.09,0,Non-Holiday,A - Top 25%,-3.0829701505911355,86.26,2.653,210.9950134,8.2
2,2010-07-02,2010,7,July,3,26,2003940.64,0,Non-Holiday,A - Top 25%,3.2997915401036915,82.74,2.669,210.8803726,8.099
2,2010-07-09,2010,7,July,3,27,1880902.62,0,Non-Holiday,A - Top 25%,-6.139803622127237,82.59,2.642,210.7657317,8.099
2,2010-07-16,2010,7,July,3,28,1845879.79,0,Non-Holiday,A - Top 25%,-1.8620225006651392,85.32,2.623,210.7577954,8.099
2,2010-07-23,2010,7,July,3,29,1781717.71,0,Non-Holiday,A - Top 25%,-3.4759619964201516,87.66,2.608,210.8921319,8.099
2,2010-07-30,2010,7,July,3,30,1804246.16,0,Non-Holiday,A - Top 25%,1.2644230830483272,83.49,2.64,211.0264684,8.099
2,2010-08-06,2010,8,August,3,31,1991909.98,0,Non-Holiday,A - Top 25%,10.40123150379879,89.53,2.627,211.1608049,8.099
2,2010-08-13,2010,8,August,3,32,1895601.05,0,Non-Holiday,A - Top 25%,-4.835004140096732,89.05,2.692,211.2951413,8.099
2,2010-08-20,2010,8,August,3,33,1964335.23,0,Non-Holiday,A - Top 25%,3.6259834314820605,88.7,2.664,211.2596586,8.099
2,2010-08-27,2010,8,August,3,34,1863840.49,0,Non-Holiday,A - Top 25%,-5.1159668912520555,87.12,2.619,211.2241759,8.099
2,2010-09-03,2010,9,September,3,35,1904608.09,0,Non-Holiday,A - Top 25%,2.1872901795367827,81.83,2.577,211.1886931,8.099
2,2010-09-10,2010,9,September,3,36,1839128.83,1,Holiday,A - Top 25%,-3.4379387730102517,79.09,2.565,211.1532104,8.099
2,2010-09-17,2010,9,September,3,37,1793903.6,0,Non-Holiday,A - Top 25%,-2.459057204818005,82.05,2.582,211.1806415,8.099
2,2010-09-24,2010,9,September,3,38,1724557.22,0,Non-Holiday,A - Top 25%,-3.8656692589278507,81.79,2.624,211.2552578,8.099
2,2010-10-01,2010,10,October,4,39,1827440.43,0,Non-Holiday,A - Top 25%,5.965775377403837,69.24,2.603,211.3298742,8.163
2,2010-10-08,2010,10,October,4,40,1849921.44,0,Non-Holiday,A - Top 25%,1.230191125846991,63.19,2.633,211.4044906,8.163
2,2010-10-15,2010,10,October,4,41,1794355.49,0,Non-Holiday,A - Top 25%,-3.0036924162574197,65.8,2.72,211.4713286,8.163
2,2010-10-22,2010,10,October,4,42,1737947.64,0,Non-Holiday,A - Top 25%,-3.1436273533512638,68.5,2.725,211.5187208,8.163
2,2010-10-29,2010,10,October,4,43,1802755.11,0,Non-Holiday,A - Top 25%,3.7289656206213495,66.24,2.716,211.5661131,8.163
2,2010-11-05,2010,11,November,4,44,1939061.41,0,Non-Holiday,A - Top 25%,7.560999230782928,57.85,2.689,211.6135053,8.163
2,2010-11-12,2010,11,November,4,45,1916812.74,0,Non-Holiday,A - Top 25%,-1.1473937795502764,59.69,2.728,211.6608975,8.163
2,2010-11-19,2010,11,November,4,46,1956739.17,0,Non-Holiday,A - Top 25%,2.0829593400970348,50.81,2.771,211.5470304,8.163
2,2010-11-26,2010,11,November,4,47,2658725.29,1,Holiday,A - Top 25%,35.87530370744303,62.98,2.735,211.4062867,8.163
2,2010-12-03,2010,12,December,4,48,2015781.27,0,Non-Holiday,A - Top 25%,-24.18241637894075,49.33,2.708,211.265543,8.163
2,2010-12-10,2010,12,December,4,49,2378726.55,0,Non-Holiday,A - Top 25%,18.00519160494034,45.5,2.843,211.1247993,8.163
2,2010-12-17,2010,12,December,4,50,2609166.75,0,Non-Holiday,A - Top 25%,9.687544791560864,47.55,2.869,211.0645458,8.163
2,2010-12-24,2010,12,December,4,51,3436007.68,0,Non-Holiday,A - Top 25%,31.68984619323392,49.97,2.886,211.0646599,8.163
2,2010-12-31,2010,12,December,4,52,1750434.55,1,Holiday,A - Top 25%,-49.05615141116332,47.3,2.943,211.064774,8.163
2,2011-01-07,2011,1,January,1,1,1758050.79,0,Non-Holiday,A - Top 25%,0.43510567133173694,44.69,2.976,211.0648881,8.028
2,2011-01-14,2011,1,January,1,2,1744193.58,0,Non-Holiday,A - Top 25%,-0.7882144292315929,33.02,2.983,211.1176713,8.028
2,2011-01-21,2011,1,January,1,3,1751384.9,0,Non-Holiday,A - Top 25%,0.4123005658580592,41.4,3.016,211.4864691,8.028
2,2011-01-28,2011,1,January,1,4,1695371.68,0,Non-Holiday,A - Top 25%,-3.1982244451233988,42.83,3.01,211.8552668,8.028
